om,yr,mo,dy,date,time,ts,tz,st,slat,slon,elat,elon
657521,2021,1,6,1/6/2021,11:53:00,1/6/21 11:53:00,3,TX,30.76,-96.75,30.76,-96.75
657522,2021,1,6,1/6/2021,17:31:00,1/6/21 17:31:00,3,TX,29.4,-95.43,29.4,-95.43
657523,2021,1,6,1/6/2021,18:05:00,1/6/21 18:05:00,3,TX,29.46,-95.05,29.46,-95.05
657524,2021,1,6,1/6/2021,18:21:00,1/6/21 18:21:00,3,TX,29.54,-95.02,29.54,-95.02
657525,2021,1,24,1/24/2021,12:00:00,1/24/21 12:00:00,3,AZ,32.4764,-111.2364,32.4216,-111.1595
657526,2021,1,24,1/24/2021,14:35:00,1/24/21 14:35:00,3,TX,32.9339,-96.7895,32.9339,-96.7895
657527,2021,1,24,1/24/2021,14:45:00,1/24/21 14:45:00,3,TX,32.96,-96.73,32.96,-96.73
657528,2021,1,24,1/24/2021,23:00:00,1/24/21 23:00:00,3,TX,33.0356,-102.0328,33.0951,-101.6911
657529,2021,1,25,1/25/2021,0:30:00,1/25/21 0:30:00,3,TX,33.77,-99.17,33.77,-99.17
657530,2021,1,25,1/25/2021,0:37:00,1/25/21 0:37:00,3,TX,33.96,-98.68,33.96,-98.68
657531,2021,1,25,1/25/2021,0:38:00,1/25/21 0:38:00,3,TX,33.97,-98.69,33.97,-98.69
657532,2021,1,25,1/25/2021,4:15:00,1/25/21 4:15:00,3,TX,33.64,-97.15,33.64,-97.15
657533,2021,1,25,1/25/2021,5:15:00,1/25/21 5:15:00,3,OK,33.94,-96.39,33.94,-96.39
657534,2021,1,25,1/25/2021,6:34:00,1/25/21 6:34:00,3,TX,32.01,-97.12,32.01,-97.12
657535,2021,1,25,1/25/2021,6:43:00,1/25/21 6:43:00,3,TX,32.88,-96.06,32.88,-96.06
657536,2021,1,25,1/25/2021,7:10:00,1/25/21 7:10:00,3,TN,36.0812,-89.4433,36.0812,-89.4433
657537,2021,1,25,1/25/2021,7:15:00,1/25/21 7:15:00,3,TX,32.37,-96.28,32.37,-96.28
657538,2021,1,25,1/25/2021,7:24:00,1/25/21 7:24:00,3,TX,32.37,-96.1,32.37,-96.1
657539,2021,1,25,1/25/2021,15:29:00,1/25/21 15:29:00,3,MS,34.95,-90.13,34.95,-90.13
657540,2021,1,25,1/25/2021,15:30:00,1/25/21 15:30:00,3,MS,34.97,-90.03,34.97,-90.03
657541,2021,1,25,1/25/2021,15:35:00,1/25/21 15:35:00,3,MS,34.992,-90.0118,34.992,-90.0118
657542,2021,1,25,1/25/2021,15:40:00,1/25/21 15:40:00,3,TN,35.049,-89.8441,35.049,-89.8441
657543,2021,1,25,1/25/2021,15:45:00,1/25/21 15:45:00,3,TN,35.02,-90.03,35.02,-90.03
657544,2021,1,25,1/25/2021,15:45:00,1/25/21 15:45:00,3,TN,35.0843,-89.7772,35.0843,-89.7772
657545,2021,1,25,1/25/2021,16:05:00,1/25/21 16:05:00,3,TN,35.0208,-89.89,35.0208,-89.89
657546,2021,1,25,1/25/2021,17:10:00,1/25/21 17:10:00,3,KY,37.11,-85.03,37.11,-85.03
657547,2021,1,25,1/25/2021,17:30:00,1/25/21 17:30:00,3,KY,37.2801,-84.651,37.2801,-84.651
657548,2021,1,25,1/25/2021,17:49:00,1/25/21 17:49:00,3,KY,37.35,-84.4,37.35,-84.4
657549,2021,1,25,1/25/2021,18:35:00,1/25/21 18:35:00,3,TN,35.8847,-86.4763,35.8847,-86.4763
657550,2021,1,25,1/25/2021,22:15:00,1/25/21 22:15:00,3,AL,33.65,-87.07,33.65,-87.07
657551,2021,1,25,1/25/2021,23:03:00,1/25/21 23:03:00,3,MS,31.99,-90.36,31.99,-90.36
657552,2021,1,25,1/25/2021,23:45:00,1/25/21 23:45:00,3,MS,32.57,-89.12,32.57,-89.12
657553,2021,1,26,1/26/2021,0:46:00,1/26/21 0:46:00,3,MS,31.36,-90.52,31.36,-90.52
657554,2021,1,26,1/26/2021,14:02:00,1/26/21 14:02:00,3,SC,32.72,-79.94,32.72,-79.94
657555,2021,1,26,1/26/2021,14:05:00,1/26/21 14:05:00,3,SC,32.72,-79.97,32.72,-79.97
657556,2021,1,26,1/26/2021,14:08:00,1/26/21 14:08:00,3,SC,32.73,-79.96,32.73,-79.96
657557,2021,1,26,1/26/2021,14:14:00,1/26/21 14:14:00,3,SC,32.73,-79.96,32.73,-79.96
657558,2021,1,30,1/30/2021,15:08:00,1/30/21 15:08:00,3,OK,36.8881,-95.2697,36.8881,-95.2697
657559,2021,1,30,1/30/2021,15:38:00,1/30/21 15:38:00,3,OK,36.9655,-94.83,36.9655,-94.83
657560,2021,2,5,2/5/2021,20:48:00,2/5/21 20:48:00,3,HI,19.5,-154.95,19.4838,-154.9365
657561,2021,2,6,2/6/2021,16:10:00,2/6/21 16:10:00,3,FL,29.78,-82.48,29.78,-82.48
657562,2021,2,7,2/7/2021,0:15:00,2/7/21 0:15:00,3,GA,31.7,-82.92,31.7,-82.92
657563,2021,2,9,2/9/2021,3:10:00,2/9/21 3:10:00,3,FL,30.8595,-87.4762,30.8595,-87.4762
657564,2021,2,9,2/9/2021,3:30:00,2/9/21 3:30:00,3,FL,30.95,-87.15,30.95,-87.15
657565,2021,2,9,2/9/2021,7:56:00,2/9/21 7:56:00,3,FL,30.4,-81.94,30.4,-81.94
657566,2021,2,9,2/9/2021,8:00:00,2/9/21 8:00:00,3,FL,30.39,-81.83,30.39,-81.83
657567,2021,2,9,2/9/2021,10:04:00,2/9/21 10:04:00,3,FL,30.07,-81.93,30.07,-81.93
657568,2021,2,9,2/9/2021,10:25:00,2/9/21 10:25:00,3,FL,30.06,-81.71,30.06,-81.71
657569,2021,2,11,2/11/2021,3:57:00,2/11/21 3:57:00,3,MS,32.6671,-89.2176,32.67,-89.17
657570,2021,2,15,2/15/2021,15:15:00,2/15/21 15:15:00,3,FL,30.2,-82.64,30.2,-82.64
657571,2021,2,15,2/15/2021,15:30:00,2/15/21 15:30:00,3,FL,29.93,-81.44,29.93,-81.44
657572,2021,2,15,2/15/2021,15:37:00,2/15/21 15:37:00,3,FL,30.03,-81.39,30.03,-81.39
657573,2021,2,15,2/15/2021,15:41:00,2/15/21 15:41:00,3,FL,29.98,-81.36,29.98,-81.36
657574,2021,2,15,2/15/2021,16:40:00,2/15/21 16:40:00,3,GA,32.55,-82.59,32.55,-82.59
657575,2021,2,15,2/15/2021,16:41:00,2/15/21 16:41:00,3,GA,32.4785,-82.6982,32.4785,-82.6982
657576,2021,2,15,2/15/2021,17:53:00,2/15/21 17:53:00,3,GA,31.94,-81.3,31.94,-81.3
657577,2021,2,15,2/15/2021,18:00:00,2/15/21 18:00:00,3,GA,32.12,-81.25,32.12,-81.25
657578,2021,2,15,2/15/2021,18:07:00,2/15/21 18:07:00,3,GA,32.14,-81.25,32.14,-81.25
657579,2021,2,15,2/15/2021,18:36:00,2/15/21 18:36:00,3,SC,32.6,-81.14,32.6,-81.14
657580,2021,2,25,2/25/2021,20:13:00,2/25/21 20:13:00,3,TX,33.05,-97,33.05,-97
657581,2021,2,25,2/25/2021,20:25:00,2/25/21 20:25:00,3,TX,33.19,-96.75,33.19,-96.75
657582,2021,2,25,2/25/2021,20:29:00,2/25/21 20:29:00,3,TX,33.22,-96.72,33.22,-96.72
657583,2021,2,25,2/25/2021,20:30:00,2/25/21 20:30:00,3,TX,33.24,-96.66,33.24,-96.66
657584,2021,2,25,2/25/2021,20:48:00,2/25/21 20:48:00,3,TX,33.29,-96.56,33.29,-96.56
657585,2021,2,25,2/25/2021,21:38:00,2/25/21 21:38:00,3,TX,33.4703,-95.2159,33.4703,-95.2159
657586,2021,2,25,2/25/2021,22:26:00,2/25/21 22:26:00,3,TX,33.16,-96.86,33.16,-96.86
657587,2021,2,25,2/25/2021,22:35:00,2/25/21 22:35:00,3,TX,33.4525,-94.1304,33.4525,-94.1304
657588,2021,2,25,2/25/2021,22:37:00,2/25/21 22:37:00,3,TX,33.4799,-94.0902,33.4799,-94.0902
657589,2021,2,28,2/28/2021,9:48:00,2/28/21 9:48:00,3,TX,33.7248,-96.8494,33.7248,-96.8494
657590,2021,2,28,2/28/2021,10:00:00,2/28/21 10:00:00,3,TX,33.798,-96.6416,33.798,-96.6416
657591,2021,2,28,2/28/2021,10:03:00,2/28/21 10:03:00,3,TX,33.77,-96.65,33.77,-96.65
657592,2021,2,28,2/28/2021,10:44:00,2/28/21 10:44:00,3,OK,34.03,-95.87,34.03,-95.87
657593,2021,2,28,2/28/2021,11:21:00,2/28/21 11:21:00,3,AR,35.2,-92.5,35.2,-92.5
657594,2021,2,28,2/28/2021,11:45:00,2/28/21 11:45:00,3,OK,34.03,-95.7,34.03,-95.7
657595,2021,2,28,2/28/2021,17:35:00,2/28/21 17:35:00,3,AR,35.48,-90.37,35.48,-90.37
657596,2021,2,28,2/28/2021,18:10:00,2/28/21 18:10:00,3,TN,35.344,-90.0393,35.344,-90.0393
657597,2021,2,28,2/28/2021,19:53:00,2/28/21 19:53:00,3,TN,36.2388,-86.5711,36.2388,-86.5711
657598,2021,2,28,2/28/2021,19:55:00,2/28/21 19:55:00,3,TN,36.2472,-86.5631,36.2472,-86.5631
657599,2021,2,28,2/28/2021,19:55:00,2/28/21 19:55:00,3,TN,36.2802,-86.6234,36.2802,-86.6234
657600,2021,2,28,2/28/2021,19:59:00,2/28/21 19:59:00,3,TN,36.2742,-86.5857,36.2742,-86.5857
657601,2021,2,28,2/28/2021,20:02:00,2/28/21 20:02:00,3,TN,36.2762,-86.5767,36.2762,-86.5767
657602,2021,2,28,2/28/2021,20:07:00,2/28/21 20:07:00,3,TN,36.2823,-86.4585,36.2823,-86.4585
657603,2021,2,28,2/28/2021,20:08:00,2/28/21 20:08:00,3,TN,36.3019,-86.4214,36.3019,-86.4214
657604,2021,3,3,3/3/2021,14:00:00,3/3/21 14:00:00,3,CA,32.7599,-117.1443,32.8726,-117.0249
657605,2021,3,6,3/6/2021,9:35:00,3/6/21 9:35:00,3,FL,29.21,-81.14,29.21,-81.14
657606,2021,3,6,3/6/2021,9:48:00,3/6/21 9:48:00,3,FL,29.22,-81.11,29.22,-81.11
657607,2021,3,6,3/6/2021,9:53:00,3/6/21 9:53:00,3,FL,29.19,-81.07,29.19,-81.07
657608,2021,3,6,3/6/2021,9:58:00,3/6/21 9:58:00,3,FL,29.2,-81.03,29.2,-81.03
657609,2021,3,6,3/6/2021,10:00:00,3/6/21 10:00:00,3,FL,29.204,-81.0021,29.204,-81.0021
657610,2021,3,6,3/6/2021,10:02:00,3/6/21 10:02:00,3,FL,29.1819,-80.989,29.1819,-80.989
657611,2021,3,6,3/6/2021,10:07:00,3/6/21 10:07:00,3,FL,29.22,-81.01,29.22,-81.01
657612,2021,3,6,3/6/2021,10:15:00,3/6/21 10:15:00,3,FL,29.17,-80.98,29.17,-80.98
657613,2021,3,7,3/7/2021,13:33:00,3/7/21 13:33:00,3,OR,46.1433,-123.904,46.1433,-123.904
657614,2021,3,10,3/10/2021,8:25:00,3/10/21 8:25:00,3,CA,37.05,-122.03,37.05,-122.03
657615,2021,3,10,3/10/2021,9:25:00,3/10/21 9:25:00,3,CA,36.98,-121.9,36.98,-121.9
657616,2021,3,10,3/10/2021,9:45:00,3/10/21 9:45:00,3,CA,37.88,-122.55,37.88,-122.55
657617,2021,3,10,3/10/2021,12:00:00,3/10/21 12:00:00,3,CA,38.45,-122.7,38.45,-122.7
657618,2021,3,10,3/10/2021,14:25:00,3/10/21 14:25:00,3,CA,37.75,-122.45,37.75,-122.45
657619,2021,3,10,3/10/2021,14:30:00,3/10/21 14:30:00,3,CA,37.37,-121.93,37.37,-121.93
657620,2021,3,10,3/10/2021,16:40:00,3/10/21 16:40:00,3,MN,44.22,-93.53,44.22,-93.53
657621,2021,3,10,3/10/2021,17:18:00,3/10/21 17:18:00,3,MN,44.74,-93.13,44.74,-93.13
657622,2021,3,10,3/10/2021,17:25:00,3/10/21 17:25:00,3,MN,44.79,-93.11,44.79,-93.11
657623,2021,3,10,3/10/2021,17:27:00,3/10/21 17:27:00,3,MN,44.83,-93.09,44.83,-93.09
657624,2021,3,10,3/10/2021,17:28:00,3/10/21 17:28:00,3,MN,44.83,-93.07,44.83,-93.07
657625,2021,3,10,3/10/2021,17:33:00,3/10/21 17:33:00,3,MN,44.89,-93.04,44.89,-93.04
657626,2021,3,10,3/10/2021,17:33:00,3/10/21 17:33:00,3,MN,44.85,-93.08,44.85,-93.08
657627,2021,3,10,3/10/2021,17:38:00,3/10/21 17:38:00,3,MN,44.89,-93.04,44.89,-93.04
657628,2021,3,10,3/10/2021,17:49:00,3/10/21 17:49:00,3,IA,41.03,-93.75,41.03,-93.75
657629,2021,3,10,3/10/2021,17:50:00,3/10/21 17:50:00,3,IA,41.04,-93.76,41.04,-93.76
657630,2021,3,10,3/10/2021,19:05:00,3/10/21 19:05:00,3,IA,40.69,-92.98,40.69,-92.98
657631,2021,3,10,3/10/2021,19:10:00,3/10/21 19:10:00,3,MO,40.38,-93.34,40.38,-93.34
657632,2021,3,10,3/10/2021,19:28:00,3/10/21 19:28:00,3,KS,38.1,-96.14,38.1,-96.14
657633,2021,3,10,3/10/2021,19:54:00,3/10/21 19:54:00,3,KS,38.93,-94.67,38.93,-94.67
657634,2021,3,10,3/10/2021,20:50:00,3/10/21 20:50:00,3,KS,37.82,-96.29,37.82,-96.29
657635,2021,3,10,3/10/2021,20:51:00,3/10/21 20:51:00,3,KS,37.82,-96.29,37.82,-96.29
657636,2021,3,10,3/10/2021,21:24:00,3/10/21 21:24:00,3,KS,37.61,-96.08,37.61,-96.08
657637,2021,3,10,3/10/2021,21:43:00,3/10/21 21:43:00,3,KS,37.65,-95.8,37.65,-95.8
657638,2021,3,11,3/11/2021,9:04:00,3/11/21 9:04:00,3,MO,37.38,-93.83,37.38,-93.83
657639,2021,3,11,3/11/2021,10:25:00,3/11/21 10:25:00,3,MO,37.2,-94.46,37.2,-94.46
657640,2021,3,11,3/11/2021,13:00:00,3/11/21 13:00:00,3,MO,37.9757,-90.8847,37.9757,-90.8847
657641,2021,3,11,3/11/2021,16:00:00,3/11/21 16:00:00,3,CA,33.5273,-117.2127,33.5996,-117.1598
657642,2021,3,12,3/12/2021,10:39:00,3/12/21 10:39:00,3,KS,37.55,-97.35,37.55,-97.35
657643,2021,3,12,3/12/2021,16:55:00,3/12/21 16:55:00,3,TX,33.8467,-102.0276,33.8467,-102.0276
657644,2021,3,12,3/12/2021,17:40:00,3/12/21 17:40:00,3,OK,35.2566,-99.64,35.2566,-99.64
657645,2021,3,12,3/12/2021,18:07:00,3/12/21 18:07:00,3,TX,33.909,-101.5915,33.909,-101.5915
657646,2021,3,12,3/12/2021,20:02:00,3/12/21 20:02:00,3,TX,35.63,-101.6,35.63,-101.6
657647,2021,3,12,3/12/2021,20:03:00,3/12/21 20:03:00,3,TX,35.64,-101.62,35.64,-101.62
657648,2021,3,12,3/12/2021,20:09:00,3/12/21 20:09:00,3,TX,35.65,-101.59,35.65,-101.59
657649,2021,3,12,3/12/2021,20:12:00,3/12/21 20:12:00,3,TX,35.7,-101.54,35.7,-101.54
657650,2021,3,12,3/12/2021,20:17:00,3/12/21 20:17:00,3,TX,33.8906,-100.3989,33.896,-100.3268
657651,2021,3,12,3/12/2021,20:25:00,3/12/21 20:25:00,3,TX,35.71,-101.41,35.71,-101.41
657652,2021,3,12,3/12/2021,22:11:00,3/12/21 22:11:00,3,TX,35.55,-100.96,35.55,-100.96
657653,2021,3,13,3/13/2021,12:30:00,3/13/21 12:30:00,3,NM,35.2,-103.69,35.2,-103.69
657654,2021,3,13,3/13/2021,13:58:00,3/13/21 13:58:00,3,NV,36.7737,-114.2911,36.7737,-114.2911
657655,2021,3,13,3/13/2021,14:38:00,3/13/21 14:38:00,3,TX,34.4619,-102.2193,34.4619,-102.2193
657656,2021,3,13,3/13/2021,14:56:00,3/13/21 14:56:00,3,TX,31.8913,-102.2898,31.8913,-102.2898
657657,2021,3,13,3/13/2021,15:58:00,3/13/21 15:58:00,3,TX,35.86,-101.96,35.86,-101.96
657658,2021,3,13,3/13/2021,15:59:00,3/13/21 15:59:00,3,TX,35.1,-101.58,35.1,-101.58
657659,2021,3,13,3/13/2021,16:00:00,3/13/21 16:00:00,3,TX,35.1,-101.78,35.1,-101.78
657660,2021,3,13,3/13/2021,16:22:00,3/13/21 16:22:00,3,TX,34.95,-101.65,34.95,-101.65
657661,2021,3,13,3/13/2021,16:30:00,3/13/21 16:30:00,3,TX,32.25,-101.4358,32.25,-101.4358
657662,2021,3,13,3/13/2021,16:32:00,3/13/21 16:32:00,3,TX,35.09,-101.38,35.11,-101.31
657663,2021,3,13,3/13/2021,16:35:00,3/13/21 16:35:00,3,TX,32.25,-101.4358,32.25,-101.4358
657664,2021,3,13,3/13/2021,16:35:00,3/13/21 16:35:00,3,TX,32.2066,-101.47,32.2066,-101.47
657665,2021,3,13,3/13/2021,16:50:00,3/13/21 16:50:00,3,TX,35.33,-101.4,35.33,-101.4
657666,2021,3,13,3/13/2021,17:03:00,3/13/21 17:03:00,3,TX,31.6986,-101.5347,31.6986,-101.5347
657667,2021,3,13,3/13/2021,17:05:00,3/13/21 17:05:00,3,TX,31.7044,-101.5329,31.7044,-101.5329
657668,2021,3,13,3/13/2021,19:27:00,3/13/21 19:27:00,3,TX,35.55,-100.97,35.56,-100.94
657669,2021,3,13,3/13/2021,19:56:00,3/13/21 19:56:00,3,TX,35.55,-100.72,35.55,-100.72
657670,2021,3,13,3/13/2021,19:56:00,3/13/21 19:56:00,3,TX,35.55,-100.72,35.55,-100.72
657671,2021,3,13,3/13/2021,19:59:00,3/13/21 19:59:00,3,TX,35.69,-100.64,35.69,-100.64
657672,2021,3,13,3/13/2021,20:44:00,3/13/21 20:44:00,3,TX,35.91,-100.38,35.91,-100.38
657673,2021,3,14,3/14/2021,15:05:00,3/14/21 15:05:00,3,MO,36.78,-92.9,36.78,-92.9
657674,2021,3,14,3/14/2021,16:15:00,3/14/21 16:15:00,3,AR,33.7722,-94.2612,33.7722,-94.2612
657675,2021,3,15,3/15/2021,13:15:00,3/15/21 13:15:00,3,CA,36.43,-121.32,36.43,-121.32
657676,2021,3,15,3/15/2021,15:04:00,3/15/21 15:04:00,3,KS,38.75,-94.82,38.75,-94.82
657677,2021,3,15,3/15/2021,15:21:00,3/15/21 15:21:00,3,KS,38.77,-94.78,38.77,-94.78
657678,2021,3,15,3/15/2021,16:54:00,3/15/21 16:54:00,3,MO,38.75,-93.75,38.75,-93.75
657679,2021,3,15,3/15/2021,16:55:00,3/15/21 16:55:00,3,MO,38.76,-93.74,38.76,-93.74
657680,2021,3,15,3/15/2021,17:00:00,3/15/21 17:00:00,3,CA,37.67,-121.88,37.67,-121.88
657681,2021,3,15,3/15/2021,17:15:00,3/15/21 17:15:00,3,MO,38.77,-93.57,38.77,-93.57
657682,2021,3,15,3/15/2021,17:51:00,3/15/21 17:51:00,3,MO,38.69,-93.26,38.69,-93.26
657683,2021,3,15,3/15/2021,17:54:00,3/15/21 17:54:00,3,MS,32.5,-89.93,32.51,-89.7656
657684,2021,3,15,3/15/2021,18:10:00,3/15/21 18:10:00,3,MS,32.51,-89.7656,32.5282,-89.631
657685,2021,3,15,3/15/2021,20:37:00,3/15/21 20:37:00,3,AL,34,-86.02,34,-86.02
657686,2021,3,16,3/16/2021,1:40:00,3/16/21 1:40:00,3,TN,35.0355,-87.5,35.0355,-87.5
657687,2021,3,16,3/16/2021,14:32:00,3/16/21 14:32:00,3,LA,32.17,-91.72,32.17,-91.72
657688,2021,3,16,3/16/2021,15:25:00,3/16/21 15:25:00,3,LA,32.5667,-91.498,32.5667,-91.498
657689,2021,3,16,3/16/2021,16:06:00,3/16/21 16:06:00,3,LA,32.86,-91.31,32.86,-91.31
657690,2021,3,16,3/16/2021,17:45:00,3/16/21 17:45:00,3,MS,31.84,-90.47,31.83,-90.25
657691,2021,3,16,3/16/2021,18:09:00,3/16/21 18:09:00,3,MS,33.06,-89.59,33.1,-89.58
657692,2021,3,16,3/16/2021,18:15:00,3/16/21 18:15:00,3,TX,34.22,-100.45,34.22,-100.45
657693,2021,3,16,3/16/2021,18:55:00,3/16/21 18:55:00,3,TX,34.42,-100.2,34.42,-100.2
657694,2021,3,16,3/16/2021,19:02:00,3/16/21 19:02:00,3,TX,34.85,-100.2,34.85,-100.2
657695,2021,3,16,3/16/2021,20:14:00,3/16/21 20:14:00,3,TX,35.89,-100.39,35.89,-100.39
657696,2021,3,16,3/16/2021,20:25:00,3/16/21 20:25:00,3,OK,34.9,-99.68,34.9,-99.68
657697,2021,3,16,3/16/2021,20:25:00,3/16/21 20:25:00,3,OK,34.88,-99.52,34.88,-99.52
657698,2021,3,16,3/16/2021,20:30:00,3/16/21 20:30:00,3,OK,34.9,-99.55,34.9,-99.55
657699,2021,3,16,3/16/2021,20:46:00,3/16/21 20:46:00,3,TX,36.12,-100.03,36.12,-100.03
657700,2021,3,16,3/16/2021,20:50:00,3/16/21 20:50:00,3,TX,36.03,-100.03,36.03,-100.03
657701,2021,3,16,3/16/2021,20:57:00,3/16/21 20:57:00,3,TX,35.66,-101.4,35.66,-101.4
657702,2021,3,16,3/16/2021,20:58:00,3/16/21 20:58:00,3,OK,34.96,-99.5,34.96,-99.5
657703,2021,3,16,3/16/2021,21:00:00,3/16/21 21:00:00,3,OK,34.93,-99.5,34.93,-99.5
657704,2021,3,16,3/16/2021,21:05:00,3/16/21 21:05:00,3,OK,35.01,-99.5,35.01,-99.5
657705,2021,3,16,3/16/2021,21:27:00,3/16/21 21:27:00,3,OK,35,-99.18,35,-99.18
657706,2021,3,16,3/16/2021,21:40:00,3/16/21 21:40:00,3,OK,35.03,-99.09,35.03,-99.09
657707,2021,3,16,3/16/2021,22:00:00,3/16/21 22:00:00,3,TX,36.21,-100.54,36.21,-100.54
657708,2021,3,16,3/16/2021,22:07:00,3/16/21 22:07:00,3,TX,35.56,-100.98,35.56,-100.98
657709,2021,3,16,3/16/2021,22:10:00,3/16/21 22:10:00,3,TX,35.56,-101.06,35.56,-101.06
657710,2021,3,16,3/16/2021,22:11:00,3/16/21 22:11:00,3,TX,36.11,-100.57,36.11,-100.57
657711,2021,3,16,3/16/2021,22:35:00,3/16/21 22:35:00,3,KS,38.5,-96.26,38.5,-96.26
657712,2021,3,16,3/16/2021,22:42:00,3/16/21 22:42:00,3,OK,35.19,-98.74,35.19,-98.74
657713,2021,3,16,3/16/2021,23:00:00,3/16/21 23:00:00,3,OK,35.26,-98.66,35.26,-98.66
657714,2021,3,16,3/16/2021,23:14:00,3/16/21 23:14:00,3,OK,35.38,-98.78,35.38,-98.78
657715,2021,3,16,3/16/2021,23:16:00,3/16/21 23:16:00,3,KS,38.64,-95.83,38.64,-95.83
657716,2021,3,16,3/16/2021,23:32:00,3/16/21 23:32:00,3,AR,33.2156,-92.6614,33.2156,-92.6614
657717,2021,3,16,3/16/2021,23:55:00,3/16/21 23:55:00,3,TX,31.42,-100.52,31.42,-100.52
657718,2021,3,16,3/16/2021,23:55:00,3/16/21 23:55:00,3,TX,31.42,-100.51,31.42,-100.51
657719,2021,3,16,3/16/2021,23:55:00,3/16/21 23:55:00,3,TX,31.42,-100.51,31.42,-100.51
657720,2021,3,17,3/17/2021,0:05:00,3/17/21 0:05:00,3,AR,33.37,-92.02,33.37,-92.02
657721,2021,3,17,3/17/2021,0:08:00,3/17/21 0:08:00,3,TX,31.55,-100.32,31.55,-100.32
657722,2021,3,17,3/17/2021,0:16:00,3/17/21 0:16:00,3,OK,35.73,-98.38,35.73,-98.38
657723,2021,3,17,3/17/2021,0:25:00,3/17/21 0:25:00,3,OK,36.21,-97.99,36.21,-97.99
657724,2021,3,17,3/17/2021,0:58:00,3/17/21 0:58:00,3,KS,37.37,-97.53,37.37,-97.53
657725,2021,3,17,3/17/2021,1:37:00,3/17/21 1:37:00,3,TX,31.71,-98.99,31.71,-98.99
657726,2021,3,17,3/17/2021,1:49:00,3/17/21 1:49:00,3,TX,31.83,-98.79,31.83,-98.79
657727,2021,3,17,3/17/2021,2:09:00,3/17/21 2:09:00,3,OK,36.78,-96.65,36.78,-96.65
657728,2021,3,17,3/17/2021,2:35:00,3/17/21 2:35:00,3,TX,32.74,-98.07,32.74,-98.07
657729,2021,3,17,3/17/2021,2:42:00,3/17/21 2:42:00,3,TX,32.81,-98.05,32.81,-98.05
657730,2021,3,17,3/17/2021,2:50:00,3/17/21 2:50:00,3,TX,31.48,-98.13,31.48,-98.13
657731,2021,3,17,3/17/2021,2:52:00,3/17/21 2:52:00,3,TX,31.48,-98.15,31.48,-98.15
657732,2021,3,17,3/17/2021,3:00:00,3/17/21 3:00:00,3,AR,35.36,-93.49,35.36,-93.49
657733,2021,3,17,3/17/2021,3:05:00,3/17/21 3:05:00,3,AR,35.24,-92.95,35.24,-92.95
657734,2021,3,17,3/17/2021,3:20:00,3/17/21 3:20:00,3,MO,38.32,-93.55,38.32,-93.55
657735,2021,3,17,3/17/2021,3:23:00,3/17/21 3:23:00,3,TX,32.33,-97.44,32.33,-97.44
657736,2021,3,17,3/17/2021,4:05:00,3/17/21 4:05:00,3,TX,32.96,-96.98,32.96,-96.98
657737,2021,3,17,3/17/2021,4:05:00,3/17/21 4:05:00,3,KS,37.92,-94.9,37.92,-94.9
657738,2021,3,17,3/17/2021,4:06:00,3/17/21 4:06:00,3,OK,36.7434,-95.9779,36.7434,-95.9779
657739,2021,3,17,3/17/2021,4:11:00,3/17/21 4:11:00,3,TX,33.01,-96.92,33.01,-96.92
657740,2021,3,17,3/17/2021,4:20:00,3/17/21 4:20:00,3,MO,37.55,-94.21,37.55,-94.21
657741,2021,3,17,3/17/2021,4:20:00,3/17/21 4:20:00,3,KS,38.07,-94.71,38.07,-94.71
657742,2021,3,17,3/17/2021,4:56:00,3/17/21 4:56:00,3,AR,36.3,-91.52,36.3,-91.52
657743,2021,3,17,3/17/2021,5:25:00,3/17/21 5:25:00,3,MO,37.2,-94.46,37.2,-94.46
657744,2021,3,17,3/17/2021,5:28:00,3/17/21 5:28:00,3,MO,37.49,-94.28,37.49,-94.28
657745,2021,3,17,3/17/2021,5:36:00,3/17/21 5:36:00,3,KS,37.1,-94.63,37.1,-94.63
657746,2021,3,17,3/17/2021,5:40:00,3/17/21 5:40:00,3,MS,34.825,-89.6839,34.825,-89.6839
657747,2021,3,17,3/17/2021,5:45:00,3/17/21 5:45:00,3,TX,33.18,-95.233,33.18,-95.233
657748,2021,3,17,3/17/2021,5:50:00,3/17/21 5:50:00,3,TX,33.1885,-95.2204,33.1885,-95.2204
657749,2021,3,17,3/17/2021,6:08:00,3/17/21 6:08:00,3,MO,38.33,-93.18,38.33,-93.18
657750,2021,3,17,3/17/2021,6:58:00,3/17/21 6:58:00,3,TX,33.3326,-94.344,33.3326,-94.344
657751,2021,3,17,3/17/2021,7:05:00,3/17/21 7:05:00,3,MO,38.6972,-92.5038,38.6972,-92.5038
657752,2021,3,17,3/17/2021,7:10:00,3/17/21 7:10:00,3,MO,38.6089,-92.3858,38.5983,-92.349
657753,2021,3,17,3/17/2021,10:07:00,3/17/21 10:07:00,3,TX,29.74,-95.54,29.74,-95.54
657754,2021,3,17,3/17/2021,10:11:00,3/17/21 10:11:00,3,TX,29.72,-95.65,29.72,-95.65
657755,2021,3,17,3/17/2021,10:12:00,3/17/21 10:12:00,3,TX,29.75,-95.49,29.75,-95.49
657756,2021,3,17,3/17/2021,10:12:00,3/17/21 10:12:00,3,TX,29.75,-95.49,29.75,-95.49
657757,2021,3,17,3/17/2021,10:12:00,3/17/21 10:12:00,3,TX,29.7791,-95.4678,29.7791,-95.4678
